customer_id,name,email,Country,age,signup_date,marketing_opt_in
119,Sara Wilson,tarareynolds@example.com,Brazil,71,05-08-2020,TRUE
120,Dr. Anne Roberts DVM,colliertiffany@example.org,United States,32,12-02-2022,TRUE
121,Alexis Roman,william70@example.net,United States,25,04-01-2022,TRUE
122,Ian Williams,krobinson@example.org,Singapore,27,01-10-2020,TRUE
123,Christopher Townsend,jamesmiller@example.org,Netherlands,38,15-08-2020,TRUE
124,Monica Juarez,jamiesalazar@example.net,Mexico,39,27-01-2024,TRUE
125,Cheryl Parker,jonesjessica@example.com,United Kingdom,34,17-09-2020,TRUE
126,Sydney Stone,matthew71@example.org,United States,34,22-04-2025,TRUE
127,Phillip Anderson,john95@example.org,Germany,49,18-10-2022,TRUE
128,Jacob Larson,kellysarah@example.net,Japan,53,23-02-2025,FALSE
129,Howard Sanchez,kimberly69@example.org,Brazil,45,23-04-2021,TRUE
130,Brian Simon,hpalmer@example.net,Canada,69,21-02-2020,TRUE
131,David Davis,garycollins@example.net,United States,55,07-01-2024,TRUE
132,Amanda Davis,josehood@example.net,Brazil,68,05-11-2023,FALSE
133,Kelly Park,bellclifford@example.org,United States,60,17-04-2025,TRUE
134,Bryce Snyder,daniel16@example.org,United States,30,14-09-2023,FALSE
135,Crystal Perez,kfrancis@example.org,United States,58,01-11-2021,TRUE
136,Jasmine Fisher,fostershelly@example.com,Netherlands,51,14-03-2022,TRUE
137,David Rogers,kcameron@example.com,United States,64,26-06-2020,TRUE
138,Sarah Brown,susanmichael@example.org,United Kingdom,58,12-05-2024,FALSE
139,Mary Smith,schmidtchad@example.com,Australia,75,12-11-2023,TRUE
140,Michael Perez,xbooker@example.com,Singapore,75,24-08-2022,TRUE
141,Rhonda Wilkerson,johnsondarlene@example.com,United States,47,03-05-2021,FALSE
142,Loretta Fuller,howelljohn@example.net,Japan,68,17-10-2025,FALSE
143,David Williams,torresdeborah@example.org,Germany,64,16-05-2023,TRUE
144,Tyler Mccall,christopher98@example.org,Germany,36,07-03-2025,TRUE
145,Jorge Mcclure,rray@example.org,United Kingdom,29,15-05-2024,FALSE
146,Natalie Mitchell,kbishop@example.org,Spain,30,31-01-2022,TRUE
147,Christina Page,tsnow@example.net,India,73,23-04-2024,TRUE
148,Robert Johnson,jeffrey88@example.com,Netherlands,67,20-01-2024,TRUE
149,Jennifer Glass,michelleallen@example.net,United States,42,09-08-2025,TRUE
150,Devin Johns,kennethbarton@example.org,United Kingdom,60,26-07-2020,TRUE
151,Lisa Bailey,blackmary@example.com,Germany,48,28-10-2023,FALSE
152,Ashley Perez,robertbarnett@example.org,South Africa,41,23-07-2023,TRUE
153,Lisa Horn,rodgersjulia@example.com,Australia,24,04-09-2022,FALSE
154,Mark Chen,robertgarcia@example.com,Australia,35,29-09-2020,TRUE
155,Laurie Jimenez,robertbowers@example.net,United States,47,28-09-2024,FALSE
156,Jamie Chavez,wroberts@example.com,United Kingdom,22,19-04-2020,FALSE
157,Joseph Larson,adam76@example.com,South Africa,45,14-08-2025,TRUE
158,Joshua Pratt,ljohnston@example.org,France,24,25-03-2021,FALSE
159,Thomas Nguyen,susanharris@example.com,United States,67,08-06-2020,FALSE
160,Tina Johnson,annette74@example.net,United States,22,04-07-2024,TRUE
161,Kimberly Murillo,wprice@example.org,Australia,44,10-07-2024,TRUE
162,Heather Gould,foxcorey@example.com,France,69,23-06-2021,TRUE
163,Mariah Hebert,nicholeoconnell@example.com,Germany,75,16-11-2022,TRUE
164,Randall Nolan,heather12@example.com,United States,34,10-09-2024,FALSE
165,William Mckenzie,danielkline@example.net,Spain,29,16-04-2023,FALSE
166,Timothy Hicks,hwelch@example.com,United Arab Emirates,43,15-06-2022,FALSE
167,Christine Barry,owhite@example.net,United Arab Emirates,49,06-02-2021,TRUE
168,Heather Chaney,holtalex@example.org,Germany,33,12-05-2024,TRUE
169,Michael Smith,raymond19@example.org,Spain,62,12-05-2024,TRUE
170,Christina Jimenez,monica88@example.org,Germany,29,26-03-2025,FALSE
171,Jennifer Martinez,aprilhicks@example.org,India,60,27-11-2022,TRUE
172,Christopher Mills,zaustin@example.org,Mexico,54,01-01-2020,TRUE
173,Melinda Riley,jennifergomez@example.org,Australia,75,01-03-2022,TRUE
174,Mark Villarreal,baileyshannon@example.com,Canada,38,13-10-2022,FALSE
175,Daniel Foster,gonzaleschristine@example.org,Japan,37,06-04-2022,TRUE
176,Christopher Matthews,leroynolan@example.com,France,36,01-01-2023,TRUE
177,Lance Choi,epetty@example.org,United States,61,06-12-2021,TRUE
178,Megan Richards,tparker@example.com,South Africa,54,29-05-2025,FALSE
179,Sean Miller,michaellopez@example.com,Brazil,59,29-01-2022,FALSE
180,Jack Rogers,progers@example.org,United Arab Emirates,70,16-06-2021,TRUE
181,Jennifer Durham,paulowens@example.com,India,42,16-04-2024,TRUE
182,Andrew Beck,linda32@example.org,United States,52,12-08-2022,FALSE
183,Joshua Cobb,ymcdonald@example.org,Brazil,40,15-09-2025,FALSE
184,Harry Sharp,lsoto@example.org,Brazil,74,20-06-2021,FALSE
185,John Harris,tleonard@example.com,Sweden,21,04-10-2025,FALSE
186,Jessica Branch,richarddixon@example.org,Singapore,39,28-08-2024,TRUE
187,Barbara Palmer,jill60@example.net,Brazil,73,05-12-2023,FALSE
188,Brianna Smith,nealkimberly@example.org,Germany,22,23-11-2022,TRUE
189,Matthew Rodriguez,linda43@example.org,Mexico,75,13-10-2022,FALSE
190,Anita Roberts,zcampbell@example.com,Germany,57,06-12-2021,TRUE
191,Sonya Callahan,sharonthompson@example.com,Canada,47,12-06-2020,FALSE
192,Mary Bell,tjohnson@example.net,Brazil,42,24-08-2022,TRUE
193,Zachary Morales,whitedarius@example.net,Mexico,54,18-05-2025,TRUE
194,Michelle Williams,franklinryan@example.com,United Arab Emirates,37,07-12-2022,FALSE
195,Oscar Tran,anneperez@example.com,Poland,24,30-12-2022,FALSE
196,Dawn Graham,shari14@example.org,United States,46,30-05-2024,TRUE
197,Lauren Dominguez,erinjohnson@example.com,Canada,31,29-08-2025,TRUE
198,Thomas Brady,butlerjulie@example.net,Japan,60,02-02-2023,FALSE
199,Connie Rose,stacey67@example.com,India,54,22-01-2021,TRUE
200,Nancy Greer,rromero@example.net,Sweden,19,09-01-2025,FALSE
201,Michael Bradford,tracylopez@example.net,Singapore,29,26-08-2023,TRUE
202,Kristin Thompson,tarawalsh@example.net,Brazil,40,19-05-2024,TRUE
203,Victor Jackson,robert34@example.org,Brazil,32,18-02-2025,TRUE
204,Michael Santiago,janicesmith@example.net,United States,58,08-09-2023,FALSE
205,Timothy Bell,dennis29@example.net,Canada,37,18-07-2023,FALSE
206,Mark Wilson,khodges@example.net,United Arab Emirates,29,20-05-2024,TRUE
207,Linda Murray,hguerra@example.net,United States,73,03-04-2024,TRUE
208,Isaac Clark,huangkevin@example.org,Singapore,53,20-03-2023,FALSE
209,Jo Rodriguez,sean95@example.com,Canada,59,24-05-2021,FALSE
210,Benjamin Smith,tmiller@example.com,Mexico,41,16-12-2020,TRUE
211,Ms. Ashley Burns,yfreeman@example.net,Canada,19,21-06-2020,FALSE
212,Ian Davis,courtney43@example.org,Netherlands,27,30-10-2021,FALSE
213,Alexander Schroeder,kennethlopez@example.net,United States,46,22-03-2021,FALSE
214,Stephanie Fleming,muellermaria@example.net,United States,62,09-08-2023,TRUE
215,Jamie Holland,luke52@example.net,United Kingdom,31,07-05-2022,TRUE
216,Sara King,williamsashley@example.net,United States,67,25-12-2023,TRUE
217,Zoe Powell,duffytroy@example.com,Mexico,28,22-11-2022,FALSE
218,Whitney Morrison,thomasjeremy@example.org,Netherlands,32,06-01-2022,TRUE
219,Wayne Davis,jeffersontimothy@example.org,United Kingdom,29,29-06-2021,FALSE
220,April Randall,ethomas@example.net,Singapore,64,19-09-2021,FALSE
221,Michael Macdonald,gonzaleselizabeth@example.org,India,63,07-12-2023,TRUE
222,Carly Phillips,rbrock@example.com,Japan,21,11-08-2023,TRUE
223,Julie Daniels,ipatterson@example.net,France,23,06-01-2020,FALSE
224,Valerie Nixon,shepherdbrian@example.net,India,27,03-10-2024,TRUE
225,Matthew Cunningham,ecisneros@example.net,Australia,52,17-06-2021,TRUE
226,Elizabeth Cooper,charlesjeffrey@example.net,Singapore,32,31-01-2022,TRUE
227,Bradley Guerrero,angela65@example.net,Germany,45,28-06-2023,TRUE
228,Jeremy Green,henrywu@example.net,Australia,46,18-05-2021,TRUE
229,Connie Hood,lopezellen@example.net,Poland,25,23-08-2021,TRUE
230,Julian Perez MD,fitzgeraldregina@example.net,France,71,24-07-2021,TRUE
231,Jason Jones,gtaylor@example.net,Spain,35,13-01-2025,TRUE
232,Sara Vaughan,stevensgina@example.net,Spain,50,07-09-2021,TRUE
233,Tyler Hart,taylorkimberly@example.org,United Kingdom,40,09-06-2021,FALSE
234,Anthony Williams,stevemartinez@example.org,France,40,04-08-2020,FALSE
235,Stephen Howell,annalowery@example.com,Germany,62,08-11-2022,FALSE
236,Patrick Peterson,petersendavid@example.com,United States,73,28-06-2025,FALSE
237,Kelly Kelly,mwilliams@example.com,United States,72,29-08-2024,FALSE
238,Joshua Pratt,johnsonrenee@example.org,Germany,58,21-01-2024,FALSE
239,Corey Griffin,bwilson@example.com,France,45,08-10-2025,FALSE
240,Robert Lopez,morgan62@example.net,Sweden,60,01-05-2021,FALSE
241,Kimberly Norris,stacy00@example.com,Japan,27,13-01-2020,FALSE
242,Katelyn Webb MD,joneschristine@example.net,Mexico,68,07-10-2025,TRUE
243,Jenna Alvarez,heatherwest@example.org,India,39,10-11-2024,FALSE
244,Lisa Jones,allison42@example.net,Sweden,43,30-04-2021,FALSE
245,Christine Fuentes,drivera@example.com,United States,75,06-06-2022,FALSE
246,Emily Rogers,bcook@example.org,Australia,69,24-03-2020,TRUE
247,William Williams,jessicathomas@example.com,United Kingdom,51,20-03-2024,FALSE
248,Jonathan Baker,victoriajohnson@example.net,Sweden,68,22-12-2022,FALSE
249,Anna Gonzalez,oschultz@example.org,Japan,25,08-06-2025,TRUE
250,Douglas Pope,erintorres@example.com,Australia,54,17-04-2023,FALSE
251,Katrina Reid,monique65@example.org,United States,69,20-03-2022,TRUE
252,Megan Stephenson,pgordon@example.org,Brazil,58,01-02-2023,TRUE
253,Brittany Harris DVM,zsullivan@example.net,Mexico,36,06-05-2022,FALSE
254,Tanya Willis,kevinparker@example.net,Japan,42,12-05-2021,TRUE
255,Mary Church,morsebrandy@example.org,Canada,65,23-08-2021,FALSE
256,Elizabeth Gomez,xkelly@example.net,Germany,32,01-04-2021,TRUE
257,Sean Jones,lflores@example.com,United States,64,30-03-2022,FALSE
258,Kimberly Blake,joel03@example.org,Japan,53,28-11-2020,FALSE
259,Curtis Morrison,gonzalezjessica@example.org,South Africa,27,05-10-2020,TRUE
260,Angela Pacheco,jennifer03@example.com,United States,49,22-08-2021,FALSE
261,Sheri Bowman,lewismark@example.net,France,58,13-04-2023,FALSE
262,John Lynch,greg60@example.org,Poland,37,11-07-2021,TRUE
263,Felicia Snyder,dscott@example.org,United States,20,22-06-2020,TRUE
264,Evan Valdez,brian95@example.org,United States,47,11-05-2025,TRUE
265,Christopher Thomas,howardmichael@example.com,Canada,40,16-07-2021,FALSE
266,Leah Peters,jerry94@example.net,Germany,72,07-09-2021,TRUE
267,Andres Holland,xhansen@example.net,France,46,29-04-2023,TRUE
268,Denise King,zgarcia@example.com,Singapore,63,17-03-2020,FALSE
269,Mark Morales,gilescolleen@example.org,United States,27,29-05-2021,FALSE
270,Jonathan Peters,jonathonobrien@example.net,United Arab Emirates,21,29-04-2025,TRUE
271,Christopher Rojas,allisonbell@example.net,India,20,17-04-2025,FALSE
272,William Porter,rachel67@example.org,Brazil,54,27-08-2024,TRUE
273,Steven Rodriguez,jonesdebbie@example.com,Mexico,56,25-09-2023,FALSE
274,Heather Perez,yortiz@example.net,France,27,13-08-2025,FALSE
275,Courtney King,jenna33@example.com,Netherlands,49,08-10-2024,TRUE
276,Peter Day,natasha73@example.net,United States,59,05-04-2023,TRUE
277,Karen Peck,stephanie24@example.com,Japan,72,18-05-2024,FALSE
278,Aaron Wiggins,evanvega@example.net,India,30,10-07-2023,FALSE
279,Christy Williams,melissamoss@example.org,France,48,20-08-2025,FALSE
280,Sharon White,wandaevans@example.org,United States,75,26-03-2025,TRUE
281,Brittany Durham,rhondahernandez@example.net,Singapore,31,15-04-2022,FALSE
282,Paul Marshall,vdavis@example.net,Brazil,55,24-03-2025,FALSE
283,Michelle Macias,richardsjames@example.net,Australia,53,15-09-2022,TRUE
284,Amanda Wagner,baileyhale@example.net,Germany,54,12-03-2025,FALSE
285,William Stewart,martineztony@example.org,Japan,72,27-02-2024,FALSE
286,April Walker,cynthiagardner@example.org,Spain,71,14-09-2020,FALSE
287,Sara Bernard,baileyjason@example.org,France,23,08-04-2021,FALSE
288,Denise Thompson,joseph03@example.net,Poland,45,02-07-2022,FALSE
289,Richard Crane,alex07@example.net,United States,67,14-01-2020,TRUE
290,Gary Jenkins,reginald58@example.com,United Kingdom,25,15-03-2023,FALSE
291,Chris Hodges,olara@example.org,France,64,14-09-2023,FALSE
292,Jonathan Hinton,mritter@example.net,United Arab Emirates,59,09-09-2020,TRUE
293,Ryan Bowers,sullivanangelica@example.net,Spain,64,20-04-2020,TRUE
294,Kimberly Stewart,wellsdeborah@example.com,India,35,21-07-2020,FALSE
295,Leslie Cooley,mallorymoody@example.com,Japan,50,01-10-2021,FALSE
296,Austin Daugherty,chloe51@example.net,South Africa,62,18-08-2023,FALSE
297,Mary Bradshaw,jose75@example.net,Spain,73,12-05-2022,TRUE
298,Laura Kidd,hoallison@example.net,Japan,48,24-10-2025,FALSE
299,Christopher Diaz,elijahstanley@example.org,United Arab Emirates,27,23-05-2020,FALSE
300,Samantha Shannon,morrismichael@example.com,United States,73,06-07-2022,TRUE
301,Christian King,diazelizabeth@example.net,Germany,72,11-02-2021,TRUE
302,Jodi Miller,croberts@example.net,United Kingdom,50,12-02-2022,TRUE
303,Mark Cross,katherinehernandez@example.net,United States,23,24-01-2024,FALSE
304,John Keller,alexandra64@example.org,Canada,56,16-04-2020,TRUE
305,April Green,kristopherstephens@example.com,India,39,07-09-2020,FALSE
306,Derek Kim,mtrevino@example.org,Canada,26,06-03-2025,FALSE
307,Ricky Williamson,samantha76@example.com,Australia,71,08-01-2021,TRUE
308,Paul Booker,zwong@example.com,United States,32,10-11-2022,TRUE
309,James Lane,tiffanychristian@example.net,United Kingdom,21,26-11-2021,TRUE
310,Max Rivera,millersean@example.com,United Kingdom,67,19-03-2025,TRUE
311,Kathleen Valenzuela,rodriguezanna@example.com,Netherlands,72,05-04-2023,FALSE
312,Jessica Cooley,pamelagonzales@example.com,United States,48,21-10-2021,FALSE
313,Paul Smith,joymorales@example.org,United States,42,19-10-2025,TRUE
314,Elizabeth Rivera,hcarrillo@example.org,Spain,51,10-12-2023,FALSE
315,Billy Roth,crawfordmelanie@example.org,United States,61,15-03-2022,TRUE
316,Amy Becker,timothy08@example.net,France,28,15-09-2022,FALSE
317,Sarah Taylor,omontoya@example.org,Spain,35,01-01-2024,FALSE
318,Connor Hendrix,vanessahill@example.com,Sweden,66,03-11-2020,FALSE
319,James Beck,angela86@example.net,United States,74,17-10-2022,TRUE
320,Eric Delacruz,qgates@example.com,Japan,26,25-03-2023,TRUE
321,Anthony Herrera,sarah79@example.org,Singapore,42,28-05-2022,FALSE
322,Robert Gonzalez,danielalan@example.org,Germany,19,07-07-2021,TRUE
323,Karl Morris,jeffrey74@example.org,United States,36,24-11-2023,TRUE
324,Rebekah Vargas,usullivan@example.com,Sweden,61,21-02-2023,FALSE
325,Dalton White,williamsmichelle@example.org,Japan,58,02-02-2024,TRUE
326,Kathleen Smith,tyronecraig@example.net,India,41,27-08-2025,TRUE
327,Rebecca Ferguson,dustinhardin@example.org,United Kingdom,63,14-08-2021,TRUE
328,Julie Harris,tapiarobert@example.net,United States,18,27-12-2024,TRUE
329,Michelle Ramos,dmoore@example.net,Canada,50,08-08-2020,FALSE
330,Christopher Griffin,nancyrobles@example.net,India,61,07-01-2022,TRUE
331,Brittany Barr,ana32@example.net,Singapore,61,08-11-2020,FALSE
332,Jenna Johnson,smoore@example.org,United States,21,05-09-2025,FALSE
333,Melissa Gonzalez,jessicajordan@example.net,Singapore,38,29-09-2020,FALSE
334,Andrew Bell,wendyayers@example.net,Netherlands,40,28-01-2020,FALSE
335,John Smith,fpreston@example.org,Netherlands,29,05-01-2025,TRUE
336,Dr. Kyle Fernandez,harristhomas@example.org,Singapore,75,21-09-2021,FALSE
337,Elizabeth Carpenter,coffeymax@example.org,Canada,25,11-11-2020,TRUE
338,Amber Cook,vcastillo@example.net,Japan,61,20-05-2024,FALSE
339,Brian Collier,cummingsspencer@example.net,Singapore,19,12-06-2023,TRUE
340,Rachel Larson,cjohnson@example.net,United States,65,11-08-2023,FALSE
341,Jennifer Horton,wlane@example.org,United States,41,17-05-2024,FALSE
342,Matthew Martin,elizabethdavis@example.org,Japan,21,09-03-2020,FALSE
343,Shelley Castillo,joserodriguez@example.org,Netherlands,42,20-04-2025,TRUE
344,Jon Herrera,nguyenjohn@example.net,Sweden,40,09-02-2023,FALSE
345,Katie Richardson,justinpeters@example.org,United Kingdom,27,23-02-2023,TRUE
346,Molly Nichols,pamelasmith@example.org,United States,55,16-04-2021,FALSE
347,Richard Hudson DDS,christopherjackson@example.com,United States,50,22-01-2021,FALSE
348,Mrs. Lori Rodriguez DDS,millerbeth@example.org,Sweden,44,25-10-2020,TRUE
349,Reginald Palmer,underwoodcharles@example.com,India,33,16-02-2020,TRUE
350,Mrs. Lisa Holt,matthew79@example.org,Japan,18,05-01-2022,TRUE
351,Todd Jenkins,yjohnson@example.org,United Kingdom,23,15-01-2023,FALSE
352,Jorge Jackson,kayla33@example.org,France,39,03-01-2025,TRUE
353,Michelle Jones,moodytimothy@example.com,Canada,60,09-05-2020,FALSE
354,Erin Jones,gonzalezcolleen@example.com,Spain,50,01-06-2020,TRUE
355,Anna Love,brandi77@example.org,Australia,29,26-04-2020,TRUE
356,Michael Turner,mcgeemarissa@example.net,United States,39,18-03-2022,FALSE
357,Jessica Bryan,julie98@example.net,Australia,45,18-11-2022,FALSE
358,Audrey Schmitt,karen33@example.org,Netherlands,46,18-08-2020,TRUE
359,Kristina Rich,myerskristen@example.net,United States,45,25-04-2021,TRUE
360,Teresa Petersen,ovaughan@example.net,India,45,25-11-2020,FALSE
361,Rebecca Alvarado,amcguire@example.com,United States,25,28-12-2024,FALSE
362,Alan Rodriguez PhD,tjenkins@example.com,United Arab Emirates,70,06-07-2025,FALSE
